baseline,baseline_role,score_field,threshold,score,score_minus_threshold,error_type,actual_class,predicted_class,annotation_id,question_id,prompt_id,question_type,difficulty,split,fact_type,label,span_text,token_count,question,gold_short_answer,annotation_reason,gold_reference,generated_excerpt
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.994314,1.961526,false_positive,negative,positive,ann_q_0052_007,q_0052,p_0052,monthly_revenue_change,hard,train,percentage,correct_key_fact,27.8%,5,How did net revenue change from March 2011 to April 2011? Provide the absolute change and percentage change.,"Net revenue decreased by GBP 189,646.14 (-27.81%) from March 2011 to April 2011.","The magnitude is within tolerance of 27.81%, and the separate direction span correctly states a decrease.","{""field"": ""percent_change"", ""value"": ""-27.81%""}","... 190,646.14 GBP. The percentage change is calculated as (190,646.14 / 682,013.98) × 100 ≈ [[27.8%]]."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.006919,0.974131,false_positive,negative,positive,ann_q_0057_001,q_0057,p_0057,monthly_revenue_change,hard,train,month,correct_key_fact,August 2011,6,How did net revenue change from August 2011 to September 2011? Provide the absolute change and percentage change.,"Net revenue increased by GBP 314,086.10 (44.65%) from August 2011 to September 2011.",Correct previous month for the month-over-month question.,"{""field"": ""previous_month_label"", ""value"": ""August 2011""}","The net revenue for [[August 2011]] was £703,510.58, and for September 2011, it was £1,017,596.68. The absolute change is £31..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.338591,1.305803,false_positive,negative,positive,ann_q_0057_002,q_0057,p_0057,monthly_revenue_change,hard,train,currency_amount,correct_key_fact,"£703,510.58",11,How did net revenue change from August 2011 to September 2011? Provide the absolute change and percentage change.,"Net revenue increased by GBP 314,086.10 (44.65%) from August 2011 to September 2011.",Generated August 2011 net revenue matches the gold value.,"{""field"": ""previous_net_revenue"", ""value"": ""GBP 703,510.58""}","The net revenue for August 2011 was [[£703,510.58]], and for September 2011, it was £1,017,596.68. The absolute change is £314,086.10, and th..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.388322,0.355534,false_positive,negative,positive,ann_q_0057_005,q_0057,p_0057,monthly_revenue_change,hard,train,currency_amount,correct_key_fact,"£314,086.10",11,How did net revenue change from August 2011 to September 2011? Provide the absolute change and percentage change.,"Net revenue increased by GBP 314,086.10 (44.65%) from August 2011 to September 2011.",Generated absolute revenue change matches the gold value.,"{""field"": ""absolute_change"", ""value"": ""GBP 314,086.10""}","...011 was £703,510.58, and for September 2011, it was £1,017,596.68. The absolute change is [[£314,086.10]], and the percentage change is approximately 43.4%."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.128818,0.09603,false_positive,negative,positive,ann_q_0060_009,q_0060,p_0060,top3_products_month,medium,train,product_name,correct_key_fact,PAPER CHAIN KIT 50'S CHRISTMAS,12,"What were the top 3 products by merchandise net revenue in December 2010? Give the rank, stock code, product name, and net revenue.","Top 3 products in December 2010: 1. 22423 (REGENCY CAKESTAND 3 TIER), GBP 26,722.16; 2. 84029E (RED WOOLLY HOTTIE WHITE HEART.), GBP 9,291.73; 3. 22086 (PAPER CHAIN KIT 50'S CHRISTMAS), GBP 9,187.45.",Generated rank-3 product matches the gold product name.,"{""field"": ""top_products[2].description"", ""value"": ""PAPER CHAIN KIT 50'S CHRISTMAS""}","...GBP 8,224.98. 2. **CHILLI LIGHTS** (rank 2), with a net revenue of GBP 7,506.44. 3. **[[PAPER CHAIN KIT 50'S CHRISTMAS]]** (rank 3), with a net revenue of GBP 9,187.45."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.22484,1.192052,false_positive,negative,positive,ann_q_0072_001,q_0072,p_0072,top3_products_month,medium,train,date_range,correct_key_fact,December 2011 through December 9,10,"What were the top 3 products by merchandise net revenue in December 2011 through December 9? Give the rank, stock code, product name, and net revenue.","Top 3 products in December 2011 through December 9: 1. 23084 (RABBIT NIGHT LIGHT), GBP 9,603.45; 2. 22086 (PAPER CHAIN KIT 50'S CHRISTMAS), GBP 6,867.76; 3. 22423 (REGENCY CAKESTAND 3 TIER), GBP 5,890.17.",Correct partial-month date range for the December 2011 question.,"{""field"": ""date_range"", ""value"": ""December 2011 through December 9""}",The top 3 products by merchandise net revenue in [[December 2011 through December 9]] were: 1. **POPcORN HOLDER** (22197) with a net revenue of GBP 5409.86. 2. **RABBIT NI...
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.622077,1.589289,false_positive,negative,positive,ann_q_0088_001,q_0088,p_0088,product_revenue_share_month,hard,train,currency_amount,correct_key_fact,34343.77,8,What percentage of merchandise net revenue in November 2011 came from the top 3 products combined?,"In November 2011, the top 3 products contributed GBP 77,311.21 out of GBP 1,427,121.25, or 5.42% of merchandise net revenue.",The first generated component amount matches the rank-1 product revenue.,"{""field"": ""top_products[0].merchandise_net_revenue"", ""value"": ""GBP 34,343.77""}",The top 3 products combined contributed [[34343.77]] + 13961.94 + 12816.79 = GBP 61122.50. The total merchandise net revenue for November 2011...
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.593332,0.560544,false_positive,negative,positive,ann_q_0088_005,q_0088,p_0088,product_revenue_share_month,hard,train,month,correct_key_fact,November 2011,6,What percentage of merchandise net revenue in November 2011 came from the top 3 products combined?,"In November 2011, the top 3 products contributed GBP 77,311.21 out of GBP 1,427,121.25, or 5.42% of merchandise net revenue.",Correct month for the top-3 product revenue share question.,"{""field"": ""month_label"", ""value"": ""November 2011""}","...uted 34343.77 + 13961.94 + 12816.79 = GBP 61122.50. The total merchandise net revenue for [[November 2011]] was GBP 1,427,121.25. The percentage is calculated as (61122.50 / 1,427,121.25) × 100 ≈ 4..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.141002,0.108214,false_positive,negative,positive,ann_q_0089_002,q_0089,p_0089,return_impact_month,hard,train,business_definition,correct_key_fact,cancellations and returns reduced gross positive revenue,8,"In December 2010, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 74,729.12 (9.10% of gross), leaving net revenue of GBP 746,723.61.",The question and metric definition support this reduction framing.,"{""field"": ""question_and_metric_definition"", ""value"": ""cancellations/returns reduce gross positive revenue through negative cancellation_return_revenue""}","In December 2010, [[cancellations and returns reduced gross positive revenue]] by GBP 74,729.12, resulting in a final net revenue of GBP 746,723.61. The reduction was r..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.185389,1.152601,false_positive,negative,positive,ann_q_0089_003,q_0089,p_0089,return_impact_month,hard,train,currency_amount,correct_key_fact,"GBP 74,729.12",11,"In December 2010, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 74,729.12 (9.10% of gross), leaving net revenue of GBP 746,723.61.",Generated reduction amount matches the gold value.,"{""field"": ""reduction_amount"", ""value"": ""GBP 74,729.12""}","In December 2010, cancellations and returns reduced gross positive revenue by [[GBP 74,729.12]], resulting in a final net revenue of GBP 746,723.61. The reduction was reported as a posi..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.149601,0.116813,false_positive,negative,positive,ann_q_0089_004,q_0089,p_0089,return_impact_month,hard,train,currency_amount,correct_key_fact,"GBP 746,723.61",12,"In December 2010, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 74,729.12 (9.10% of gross), leaving net revenue of GBP 746,723.61.",Generated final net revenue matches the gold value.,"{""field"": ""net_revenue"", ""value"": ""GBP 746,723.61""}","...urns reduced gross positive revenue by GBP 74,729.12, resulting in a final net revenue of [[GBP 746,723.61]]. The reduction was reported as a positive amount despite the negative cancellation_return..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.844898,0.81211,false_positive,negative,positive,ann_q_0089_005,q_0089,p_0089,return_impact_month,hard,train,business_definition,correct_key_fact,positive amount,2,"In December 2010, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 74,729.12 (9.10% of gross), leaving net revenue of GBP 746,723.61.",The prompt scope note explicitly says to report the reduction as a positive amount.,"{""field"": ""scope_note"", ""value"": ""Report the reduction as a positive amount""}","...9.12, resulting in a final net revenue of GBP 746,723.61. The reduction was reported as a [[positive amount]] despite the negative cancellation_return_revenue."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.081313,1.048525,false_positive,negative,positive,ann_q_0089_006,q_0089,p_0089,return_impact_month,hard,train,business_definition,correct_key_fact,negative cancellation_return_revenue,5,"In December 2010, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 74,729.12 (9.10% of gross), leaving net revenue of GBP 746,723.61.",The evidence table and metric definition support cancellation_return_revenue being negative for this month.,"{""field"": ""cancellation_revenue"", ""value"": ""GBP -74,729.12""}","...et revenue of GBP 746,723.61. The reduction was reported as a positive amount despite the [[negative cancellation_return_revenue]]."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.177086,0.144298,false_positive,negative,positive,ann_q_0100_002,q_0100,p_0100,return_impact_month,hard,train,business_definition,correct_key_fact,cancellations and returns reduced gross positive revenue,8,"In November 2011, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 47,720.98 (3.17% of gross), leaving net revenue of GBP 1,456,145.80.",The question and metric definition support this reduction framing.,"{""field"": ""question_and_metric_definition"", ""value"": ""cancellations/returns reduce gross positive revenue through negative cancellation_return_revenue""}","In November 2011, [[cancellations and returns reduced gross positive revenue]] by GBP 47,720.98, resulting in a net revenue of GBP 145,6145.80. The reduction was report..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.157635,1.124847,false_positive,negative,positive,ann_q_0100_003,q_0100,p_0100,return_impact_month,hard,train,currency_amount,correct_key_fact,"GBP 47,720.98",11,"In November 2011, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 47,720.98 (3.17% of gross), leaving net revenue of GBP 1,456,145.80.",Generated reduction amount matches the gold value.,"{""field"": ""reduction_amount"", ""value"": ""GBP 47,720.98""}","In November 2011, cancellations and returns reduced gross positive revenue by [[GBP 47,720.98]], resulting in a net revenue of GBP 145,6145.80. The reduction was reported as a positive ..."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,0.871483,0.838695,false_positive,negative,positive,ann_q_0100_005,q_0100,p_0100,return_impact_month,hard,train,business_definition,correct_key_fact,positive amount,2,"In November 2011, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 47,720.98 (3.17% of gross), leaving net revenue of GBP 1,456,145.80.",The prompt scope note explicitly says to report the reduction as a positive amount.,"{""field"": ""scope_note"", ""value"": ""Report the reduction as a positive amount""}","...47,720.98, resulting in a net revenue of GBP 145,6145.80. The reduction was reported as a [[positive amount]] despite the negative cancellation_return_revenue."
max_token_entropy,best_by_auprc,max_token_entropy,0.032788,1.196185,1.163397,false_positive,negative,positive,ann_q_0100_006,q_0100,p_0100,return_impact_month,hard,train,business_definition,correct_key_fact,negative cancellation_return_revenue,5,"In November 2011, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 47,720.98 (3.17% of gross), leaving net revenue of GBP 1,456,145.80.",The evidence table and metric definition support cancellation_return_revenue being negative for this month.,"{""field"": ""cancellation_revenue"", ""value"": ""GBP -47,720.98""}","...t revenue of GBP 145,6145.80. The reduction was reported as a positive amount despite the [[negative cancellation_return_revenue]]."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.001157,-0.011902,false_negative,positive,negative,ann_q_0017_006,q_0017,p_0017,top_product_month,medium,train,product_name,hallucinated_key_fact,CHILLI LIGHTS,5,"Which product had the highest merchandise net revenue in December 2010? Provide the stock code, product name, and net revenue.","22423 (REGENCY CAKESTAND 3 TIER) had the highest merchandise net revenue in December 2010 at GBP 26,722.16.","Gold top product is REGENCY CAKESTAND 3 TIER, not CHILLI LIGHTS.","{""field"": ""description"", ""value"": ""REGENCY CAKESTAND 3 TIER""}","...**GBP 7506.44**. The ranking is 1. The stock code is **79321**, and the product name is **[[CHILLI LIGHTS]]**."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,9e-06,-0.01305,false_negative,positive,negative,ann_q_0060_005,q_0060,p_0060,top3_products_month,medium,train,ranking,hallucinated_key_fact,2.,2,"What were the top 3 products by merchandise net revenue in December 2010? Give the rank, stock code, product name, and net revenue.","Top 3 products in December 2010: 1. 22423 (REGENCY CAKESTAND 3 TIER), GBP 26,722.16; 2. 84029E (RED WOOLLY HOTTIE WHITE HEART.), GBP 9,291.73; 3. 22086 (PAPER CHAIN KIT 50'S CHRISTMAS), GBP 9,187.45.",The rank-2 marker is tied to the wrong generated product.,"{""field"": ""top_products[1].rank_item"", ""value"": ""2. 84029E / RED WOOLLY HOTTIE WHITE HEART.""}","...re: 1. **WHITE SKULL HOT WATER BOTTLE** (rank 1), with a net revenue of GBP 8,224.98. [[2.]] **CHILLI LIGHTS** (rank 2), with a net revenue of GBP 7,506.44. 3. **PAPER CHAIN KIT 50..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,5.5e-05,-0.013004,false_negative,positive,negative,ann_q_0060_007,q_0060,p_0060,top3_products_month,medium,train,currency_amount,hallucinated_key_fact,"GBP 7,506.44",10,"What were the top 3 products by merchandise net revenue in December 2010? Give the rank, stock code, product name, and net revenue.","Top 3 products in December 2010: 1. 22423 (REGENCY CAKESTAND 3 TIER), GBP 26,722.16; 2. 84029E (RED WOOLLY HOTTIE WHITE HEART.), GBP 9,291.73; 3. 22086 (PAPER CHAIN KIT 50'S CHRISTMAS), GBP 9,187.45.","Gold rank-2 product revenue is GBP 9,291.73, not GBP 7,506.44.","{""field"": ""top_products[1].merchandise_net_revenue"", ""value"": ""GBP 9,291.73""}","...ith a net revenue of GBP 8,224.98. 2. **CHILLI LIGHTS** (rank 2), with a net revenue of [[GBP 7,506.44]]. 3. **PAPER CHAIN KIT 50'S CHRISTMAS** (rank 3), with a net revenue of GBP 9,187.45."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,1.1e-05,-0.013048,false_negative,positive,negative,ann_q_0065_005,q_0065,p_0065,top3_products_month,medium,train,ranking,hallucinated_key_fact,2.,2,"What were the top 3 products by merchandise net revenue in May 2011? Give the rank, stock code, product name, and net revenue.","Top 3 products in May 2011: 1. 47566 (PARTY BUNTING), GBP 19,093.30; 2. 22423 (REGENCY CAKESTAND 3 TIER), GBP 12,217.27; 3. 85123A (WHITE HANGING HEART T-LIGHT HOLDER), GBP 11,172.17.",The rank-2 marker is tied to the wrong generated product.,"{""field"": ""top_products[1].rank_item"", ""value"": ""2. 22423 / REGENCY CAKESTAND 3 TIER""}","...1 were: 1. DOORMAT KEEP CALM AND COME IN (rank 1), with a net revenue of GBP 5952.26. [[2.]] JUMBO BAG RED RETROSPOT (rank 2), with a net revenue of GBP 7114.70. 3. PARTY BUNTING (..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,5.6e-05,-0.013003,false_negative,positive,negative,ann_q_0065_007,q_0065,p_0065,top3_products_month,medium,train,currency_amount,hallucinated_key_fact,GBP 7114.70,9,"What were the top 3 products by merchandise net revenue in May 2011? Give the rank, stock code, product name, and net revenue.","Top 3 products in May 2011: 1. 47566 (PARTY BUNTING), GBP 19,093.30; 2. 22423 (REGENCY CAKESTAND 3 TIER), GBP 12,217.27; 3. 85123A (WHITE HANGING HEART T-LIGHT HOLDER), GBP 11,172.17.","Gold rank-2 product revenue is GBP 12,217.27, not GBP 7,114.70.","{""field"": ""top_products[1].merchandise_net_revenue"", ""value"": ""GBP 12,217.27""}","... net revenue of GBP 5952.26. 2. JUMBO BAG RED RETROSPOT (rank 2), with a net revenue of [[GBP 7114.70]]. 3. PARTY BUNTING (rank 3), with a net revenue of GBP 19093.30."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,1.1e-05,-0.013048,false_negative,positive,negative,ann_q_0065_008,q_0065,p_0065,top3_products_month,medium,train,ranking,hallucinated_key_fact,3.,2,"What were the top 3 products by merchandise net revenue in May 2011? Give the rank, stock code, product name, and net revenue.","Top 3 products in May 2011: 1. 47566 (PARTY BUNTING), GBP 19,093.30; 2. 22423 (REGENCY CAKESTAND 3 TIER), GBP 12,217.27; 3. 85123A (WHITE HANGING HEART T-LIGHT HOLDER), GBP 11,172.17.","The rank-3 marker is tied to PARTY BUNTING, but gold rank 3 is WHITE HANGING HEART T-LIGHT HOLDER.","{""field"": ""top_products[2].rank_item"", ""value"": ""3. 85123A / WHITE HANGING HEART T-LIGHT HOLDER""}","... GBP 5952.26. 2. JUMBO BAG RED RETROSPOT (rank 2), with a net revenue of GBP 7114.70. [[3.]] PARTY BUNTING (rank 3), with a net revenue of GBP 19093.30."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.000393,-0.012666,false_negative,positive,negative,ann_q_0065_010,q_0065,p_0065,top3_products_month,medium,train,currency_amount,hallucinated_key_fact,GBP 19093.30,10,"What were the top 3 products by merchandise net revenue in May 2011? Give the rank, stock code, product name, and net revenue.","Top 3 products in May 2011: 1. 47566 (PARTY BUNTING), GBP 19,093.30; 2. 22423 (REGENCY CAKESTAND 3 TIER), GBP 12,217.27; 3. 85123A (WHITE HANGING HEART T-LIGHT HOLDER), GBP 11,172.17.","GBP 19,093.30 is the rank-1 product revenue, but the generated answer uses it for rank 3.","{""field"": ""top_products[2].merchandise_net_revenue"", ""value"": ""GBP 11,172.17""}","...2), with a net revenue of GBP 7114.70. 3. PARTY BUNTING (rank 3), with a net revenue of [[GBP 19093.30]]."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,4.4e-05,-0.013015,false_negative,positive,negative,ann_q_0072_006,q_0072,p_0072,top3_products_month,medium,train,ranking,hallucinated_key_fact,2.,2,"What were the top 3 products by merchandise net revenue in December 2011 through December 9? Give the rank, stock code, product name, and net revenue.","Top 3 products in December 2011 through December 9: 1. 23084 (RABBIT NIGHT LIGHT), GBP 9,603.45; 2. 22086 (PAPER CHAIN KIT 50'S CHRISTMAS), GBP 6,867.76; 3. 22423 (REGENCY CAKESTAND 3 TIER), GBP 5,890.17.",The rank-2 marker is tied to the gold rank-1 product instead of the gold rank-2 product.,"{""field"": ""top_products[1].rank_item"", ""value"": ""2. 22086 / PAPER CHAIN KIT 50'S CHRISTMAS""}",...ugh December 9 were: 1. **POPcORN HOLDER** (22197) with a net revenue of GBP 5409.86. [[2.]] **RABBIT NIGHT LIGHT** (23084) with a net revenue of GBP 9603.45. 3. **METAL SIGN TAKE ...
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.000155,-0.012904,false_negative,positive,negative,ann_q_0072_008,q_0072,p_0072,top3_products_month,medium,train,product_stock_code,hallucinated_key_fact,23084,5,"What were the top 3 products by merchandise net revenue in December 2011 through December 9? Give the rank, stock code, product name, and net revenue.","Top 3 products in December 2011 through December 9: 1. 23084 (RABBIT NIGHT LIGHT), GBP 9,603.45; 2. 22086 (PAPER CHAIN KIT 50'S CHRISTMAS), GBP 6,867.76; 3. 22423 (REGENCY CAKESTAND 3 TIER), GBP 5,890.17.","Stock code 23084 belongs to the gold rank-1 product, not the gold rank-2 product.","{""field"": ""top_products[1].stock_code"", ""value"": ""22086""}",...*POPcORN HOLDER** (22197) with a net revenue of GBP 5409.86. 2. **RABBIT NIGHT LIGHT** ([[23084]]) with a net revenue of GBP 9603.45. 3. **METAL SIGN TAKE IT OR LEAVE IT** (22413) with ...
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.000203,-0.012856,false_negative,positive,negative,ann_q_0072_009,q_0072,p_0072,top3_products_month,medium,train,currency_amount,hallucinated_key_fact,GBP 9603.45,9,"What were the top 3 products by merchandise net revenue in December 2011 through December 9? Give the rank, stock code, product name, and net revenue.","Top 3 products in December 2011 through December 9: 1. 23084 (RABBIT NIGHT LIGHT), GBP 9,603.45; 2. 22086 (PAPER CHAIN KIT 50'S CHRISTMAS), GBP 6,867.76; 3. 22423 (REGENCY CAKESTAND 3 TIER), GBP 5,890.17.","GBP 9,603.45 is the rank-1 product revenue, but the generated answer uses it for rank 2.","{""field"": ""top_products[1].merchandise_net_revenue"", ""value"": ""GBP 6,867.76""}",...h a net revenue of GBP 5409.86. 2. **RABBIT NIGHT LIGHT** (23084) with a net revenue of [[GBP 9603.45]]. 3. **METAL SIGN TAKE IT OR LEAVE IT** (22413) with a net revenue of GBP 3996.70. Th...
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,1.3e-05,-0.013046,false_negative,positive,negative,ann_q_0072_010,q_0072,p_0072,top3_products_month,medium,train,ranking,hallucinated_key_fact,3.,2,"What were the top 3 products by merchandise net revenue in December 2011 through December 9? Give the rank, stock code, product name, and net revenue.","Top 3 products in December 2011 through December 9: 1. 23084 (RABBIT NIGHT LIGHT), GBP 9,603.45; 2. 22086 (PAPER CHAIN KIT 50'S CHRISTMAS), GBP 6,867.76; 3. 22423 (REGENCY CAKESTAND 3 TIER), GBP 5,890.17.",The rank-3 marker is tied to the wrong generated product.,"{""field"": ""top_products[2].rank_item"", ""value"": ""3. 22423 / REGENCY CAKESTAND 3 TIER""}",... of GBP 5409.86. 2. **RABBIT NIGHT LIGHT** (23084) with a net revenue of GBP 9603.45. [[3.]] **METAL SIGN TAKE IT OR LEAVE IT** (22413) with a net revenue of GBP 3996.70. These pr...
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.009536,-0.003523,false_negative,positive,negative,ann_q_0084_004,q_0084,p_0084,product_revenue_share_month,hard,train,currency_amount,hallucinated_key_fact,GBP 5133.77,9,What percentage of merchandise net revenue in January 2011 came from the top 3 products combined?,"In January 2011, the top 3 products contributed GBP 33,787.17 out of GBP 578,914.41, or 5.84% of merchandise net revenue.",The third generated component amount does not match the rank-3 product revenue.,"{""field"": ""top_products[2].merchandise_net_revenue"", ""value"": ""GBP 6,870.41""}","...t revenue in January 2011 for the top 3 products combined was GBP 5209.79 + GBP 5580.98 + [[GBP 5133.77]] = GBP 15,924.54. The total merchandise net revenue for the month was GBP 578,914.41. The ..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.000448,-0.012611,false_negative,positive,negative,ann_q_0088_002,q_0088,p_0088,product_revenue_share_month,hard,train,currency_amount,hallucinated_key_fact,13961.94,8,What percentage of merchandise net revenue in November 2011 came from the top 3 products combined?,"In November 2011, the top 3 products contributed GBP 77,311.21 out of GBP 1,427,121.25, or 5.42% of merchandise net revenue.",The second generated component amount does not match the rank-2 product revenue.,"{""field"": ""top_products[1].merchandise_net_revenue"", ""value"": ""GBP 28,853.54""}","The top 3 products combined contributed 34343.77 + [[13961.94]] + 12816.79 = GBP 61122.50. The total merchandise net revenue for November 2011 was GBP 1,..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.017327,0.004268,false_positive,negative,positive,ann_q_0001_002,q_0001,p_0001,top_country_month,medium,train,country,correct_key_fact,United Kingdom,2,"Which country had the highest net revenue in January 2011, excluding the United Kingdom?","Netherlands had the highest net revenue in January 2011 (excluding United Kingdom) at GBP 26,611.16.",Correctly repeats the country excluded by the question scope.,"{""field"": ""scope_exclusion"", ""value"": ""United Kingdom""}","The country with the highest net revenue in January 2011, excluding the [[United Kingdom]], is **Spain** with a net revenue of **GBP 7178.54**. The ranking is **2nd**."
