baseline,baseline_role,score_field,threshold,score,score_minus_threshold,error_type,actual_class,predicted_class,annotation_id,question_id,prompt_id,question_type,difficulty,split,fact_type,label,span_text,token_count,question,gold_short_answer,annotation_reason,gold_reference,generated_excerpt
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.299544,0.286485,false_positive,negative,positive,ann_q_0012_002,q_0012,p_0012,top_country_month,easy,train,country,correct_key_fact,United Kingdom,2,Which country had the highest net revenue in January 2011?,"United Kingdom had the highest net revenue in January 2011 (all countries) at GBP 432,995.40.",Gold answer country is United Kingdom.,"{""field"": ""country"", ""value"": ""United Kingdom""}","The country with the highest net revenue in January 2011 was the [[United Kingdom]], with a net revenue of £432,995.40. The United Kingdom ranked 1st with a 100% gross posit..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,1.0,0.986941,false_positive,negative,positive,ann_q_0012_003,q_0012,p_0012,top_country_month,easy,train,currency_amount,correct_key_fact,"£432,995.40",11,Which country had the highest net revenue in January 2011?,"United Kingdom had the highest net revenue in January 2011 (all countries) at GBP 432,995.40.",Generated amount matches the gold net revenue value.,"{""field"": ""net_revenue"", ""value"": ""GBP 432,995.40""}","...ith the highest net revenue in January 2011 was the United Kingdom, with a net revenue of [[£432,995.40]]. The United Kingdom ranked 1st with a 100% gross positive revenue and a cancellation retu..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.779696,0.766637,false_positive,negative,positive,ann_q_0012_004,q_0012,p_0012,top_country_month,easy,train,ranking,correct_key_fact,ranked 1st,4,Which country had the highest net revenue in January 2011?,"United Kingdom had the highest net revenue in January 2011 (all countries) at GBP 432,995.40.",United Kingdom is the highest net revenue country in the evidence table.,"{""field"": ""rank"", ""value"": ""1st""}","...anuary 2011 was the United Kingdom, with a net revenue of £432,995.40. The United Kingdom [[ranked 1st]] with a 100% gross positive revenue and a cancellation return revenue of £0.00."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.670397,0.657338,false_positive,negative,positive,ann_q_0016_001,q_0016,p_0016,top_country_month,easy,train,country,correct_key_fact,United Kingdom,2,Which country had the highest net revenue in November 2011?,"United Kingdom had the highest net revenue in November 2011 (all countries) at GBP 1,277,409.79.",Gold answer country is United Kingdom.,"{""field"": ""country"", ""value"": ""United Kingdom""}","The [[United Kingdom]] had the highest net revenue in November 2011, with a net revenue of £1,277,409.79. The ca..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,1.0,0.986941,false_positive,negative,positive,ann_q_0016_003,q_0016,p_0016,top_country_month,easy,train,currency_amount,correct_key_fact,"£1,277,409.79",13,Which country had the highest net revenue in November 2011?,"United Kingdom had the highest net revenue in November 2011 (all countries) at GBP 1,277,409.79.",Generated net revenue matches the gold value.,"{""field"": ""net_revenue"", ""value"": ""GBP 1,277,409.79""}","The United Kingdom had the highest net revenue in November 2011, with a net revenue of [[£1,277,409.79]]. The calculation is based on its gross positive revenue of £1,319,934.07 and a cancellati..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.875656,0.862597,false_positive,negative,positive,ann_q_0016_005,q_0016,p_0016,top_country_month,easy,train,currency_amount,correct_key_fact,"£-42,524.28",11,Which country had the highest net revenue in November 2011?,"United Kingdom had the highest net revenue in November 2011 (all countries) at GBP 1,277,409.79.",Generated cancellation/return revenue is supported by the evidence table.,"{""field"": ""evidence.cancellation_return_revenue_gbp"", ""value"": ""GBP -42,524.28""}","...based on its gross positive revenue of £1,319,934.07 and a cancellation/return revenue of [[£-42,524.28]]. The ranking is 1."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.568512,0.555453,false_positive,negative,positive,ann_q_0016_006,q_0016,p_0016,top_country_month,easy,train,ranking,correct_key_fact,ranking is 1,4,Which country had the highest net revenue in November 2011?,"United Kingdom had the highest net revenue in November 2011 (all countries) at GBP 1,277,409.79.",United Kingdom is the highest net revenue country in the evidence table.,"{""field"": ""rank"", ""value"": ""1st / United Kingdom""}","...s positive revenue of £1,319,934.07 and a cancellation/return revenue of £-42,524.28. The [[ranking is 1]]."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.490281,0.477222,false_positive,negative,positive,ann_q_0029_001,q_0029,p_0029,top_product_month,medium,train,date_range,correct_key_fact,December 2011 through December 9,10,"Which product had the highest merchandise net revenue in December 2011 through December 9? Provide the stock code, product name, and net revenue.","23084 (RABBIT NIGHT LIGHT) had the highest merchandise net revenue in December 2011 through December 9 at GBP 9,603.45.",Correct partial-month date range for the source data ending on December 9.,"{""field"": ""date_range"", ""value"": ""December 2011 through December 9""}","The product with the highest merchandise net revenue in [[December 2011 through December 9]] is **REGENCY CAKESTAND 3 TIER**, with a net revenue of **GBP 5890.17**. The ranking is **..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.644856,0.631797,false_positive,negative,positive,ann_q_0030_004,q_0030,p_0030,country_comparison_month,medium,train,currency_amount,correct_key_fact,16421.43 GBP,9,"In January 2011, did Germany or France generate more net revenue, and by how much?","France generated more net revenue than Germany by GBP 1,081.64 in January 2011.",Generated Germany net revenue matches the gold value.,"{""field"": ""country_a_net_revenue"", ""value"": ""GBP 16,421.43""}","...ue, with a difference of **16421.43 GBP** compared to France. Germany's net revenue was **[[16421.43 GBP]]**, while France's was **17503.07 GBP**."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.218732,0.205673,false_positive,negative,positive,ann_q_0041_002,q_0041,p_0041,country_comparison_month,medium,train,comparison_direction,correct_key_fact,the Netherlands generated more net revenue,6,"In January 2011, did Netherlands or EIRE generate more net revenue, and by how much?","Netherlands generated more net revenue than EIRE by GBP 4,954.64 in January 2011.",Gold answer says Netherlands generated more net revenue than EIRE.,"{""field"": ""higher_country"", ""value"": ""Netherlands""}","In January 2011, [[the Netherlands generated more net revenue]], with a difference of **GBP 5,044.64**."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.030709,0.01765,false_positive,negative,positive,ann_q_0047_003,q_0047,p_0047,country_comparison_month,medium,train,currency_amount,correct_key_fact,26.02 GBP,6,"In July 2011, did Netherlands or EIRE generate more net revenue, and by how much?","EIRE generated more net revenue than Netherlands by GBP 42,663.63 in July 2011.",Generated Netherlands net revenue matches the gold value.,"{""field"": ""country_a_net_revenue"", ""value"": ""GBP 26.02""}","In July 2011, the Netherlands generated more net revenue ([[26.02 GBP]]) compared to EIRE (42689.65 GBP). The Netherlands' net revenue was 0.00 GBP, while EIRE's..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.492919,0.47986,false_positive,negative,positive,ann_q_0047_004,q_0047,p_0047,country_comparison_month,medium,train,country,correct_key_fact,EIRE,2,"In July 2011, did Netherlands or EIRE generate more net revenue, and by how much?","EIRE generated more net revenue than Netherlands by GBP 42,663.63 in July 2011.",Correct compared country.,"{""field"": ""country_b"", ""value"": ""EIRE""}","In July 2011, the Netherlands generated more net revenue (26.02 GBP) compared to [[EIRE]] (42689.65 GBP). The Netherlands' net revenue was 0.00 GBP, while EIRE's was 42689.65 GBP...."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.03392,0.020861,false_positive,negative,positive,ann_q_0047_005,q_0047,p_0047,country_comparison_month,medium,train,currency_amount,correct_key_fact,42689.65 GBP,9,"In July 2011, did Netherlands or EIRE generate more net revenue, and by how much?","EIRE generated more net revenue than Netherlands by GBP 42,663.63 in July 2011.",Generated EIRE net revenue matches the gold value.,"{""field"": ""country_b_net_revenue"", ""value"": ""GBP 42,689.65""}","In July 2011, the Netherlands generated more net revenue (26.02 GBP) compared to EIRE ([[42689.65 GBP]]). The Netherlands' net revenue was 0.00 GBP, while EIRE's was 42689.65 GBP. The Netherlan..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.886056,0.872997,false_positive,negative,positive,ann_q_0047_007,q_0047,p_0047,country_comparison_month,medium,train,currency_amount,correct_key_fact,EIRE's was 42689.65 GBP,14,"In July 2011, did Netherlands or EIRE generate more net revenue, and by how much?","EIRE generated more net revenue than Netherlands by GBP 42,663.63 in July 2011.",Generated EIRE net revenue matches the gold value.,"{""field"": ""country_b_net_revenue"", ""value"": ""GBP 42,689.65""}","...02 GBP) compared to EIRE (42689.65 GBP). The Netherlands' net revenue was 0.00 GBP, while [[EIRE's was 42689.65 GBP]]. The Netherlands' net revenue was 1.00 GBP less than EIRE."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.236024,0.222965,false_positive,negative,positive,ann_q_0047_009,q_0047,p_0047,country_comparison_month,medium,train,comparison_direction,correct_key_fact,less than EIRE,4,"In July 2011, did Netherlands or EIRE generate more net revenue, and by how much?","EIRE generated more net revenue than Netherlands by GBP 42,663.63 in July 2011.",This later comparison direction is consistent with the gold answer.,"{""field"": ""lower_country_vs_higher_country"", ""value"": ""Netherlands less than EIRE""}","...ue was 0.00 GBP, while EIRE's was 42689.65 GBP. The Netherlands' net revenue was 1.00 GBP [[less than EIRE]]."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.835997,0.822938,false_positive,negative,positive,ann_q_0050_001,q_0050,p_0050,monthly_revenue_change,hard,train,comparison_direction,correct_key_fact,decreased,1,How did net revenue change from January 2011 to February 2011? Provide the absolute change and percentage change.,"Net revenue decreased by GBP 61,422.15 (-11.00%) from January 2011 to February 2011.",Gold answer says net revenue decreased from January 2011 to February 2011.,"{""field"": ""direction"", ""value"": ""decrease""}","The net revenue [[decreased]] from GBP 558,448.56 in January 2011 to GBP 497,026.41 in February 2011, representing a **..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.731164,0.718105,false_positive,negative,positive,ann_q_0050_002,q_0050,p_0050,monthly_revenue_change,hard,train,currency_amount,correct_key_fact,"GBP 558,448.56",12,How did net revenue change from January 2011 to February 2011? Provide the absolute change and percentage change.,"Net revenue decreased by GBP 61,422.15 (-11.00%) from January 2011 to February 2011.",Generated previous-month net revenue matches the gold value.,"{""field"": ""previous_net_revenue"", ""value"": ""GBP 558,448.56""}","The net revenue decreased from [[GBP 558,448.56]] in January 2011 to GBP 497,026.41 in February 2011, representing a **GBP 62,422.15 decrea..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.876641,0.863582,false_positive,negative,positive,ann_q_0052_001,q_0052,p_0052,monthly_revenue_change,hard,train,comparison_direction,correct_key_fact,decreased,1,How did net revenue change from March 2011 to April 2011? Provide the absolute change and percentage change.,"Net revenue decreased by GBP 189,646.14 (-27.81%) from March 2011 to April 2011.",Gold answer says net revenue decreased from March 2011 to April 2011.,"{""field"": ""direction"", ""value"": ""decrease""}","The net revenue [[decreased]] from 682,013.98 GBP in March 2011 to 492,367.84 GBP in April 2011, a total decrease of 19..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.6424,0.629341,false_positive,negative,positive,ann_q_0052_002,q_0052,p_0052,monthly_revenue_change,hard,train,currency_amount,correct_key_fact,"682,013.98 GBP",11,How did net revenue change from March 2011 to April 2011? Provide the absolute change and percentage change.,"Net revenue decreased by GBP 189,646.14 (-27.81%) from March 2011 to April 2011.",Generated previous-month net revenue matches the gold value.,"{""field"": ""previous_net_revenue"", ""value"": ""GBP 682,013.98""}","The net revenue decreased from [[682,013.98 GBP]] in March 2011 to 492,367.84 GBP in April 2011, a total decrease of 190,646.14 GBP. The pe..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.737488,0.724429,false_positive,negative,positive,ann_q_0052_007,q_0052,p_0052,monthly_revenue_change,hard,train,percentage,correct_key_fact,27.8%,5,How did net revenue change from March 2011 to April 2011? Provide the absolute change and percentage change.,"Net revenue decreased by GBP 189,646.14 (-27.81%) from March 2011 to April 2011.","The magnitude is within tolerance of 27.81%, and the separate direction span correctly states a decrease.","{""field"": ""percent_change"", ""value"": ""-27.81%""}","... 190,646.14 GBP. The percentage change is calculated as (190,646.14 / 682,013.98) × 100 ≈ [[27.8%]]."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.685296,0.672237,false_positive,negative,positive,ann_q_0057_001,q_0057,p_0057,monthly_revenue_change,hard,train,month,correct_key_fact,August 2011,6,How did net revenue change from August 2011 to September 2011? Provide the absolute change and percentage change.,"Net revenue increased by GBP 314,086.10 (44.65%) from August 2011 to September 2011.",Correct previous month for the month-over-month question.,"{""field"": ""previous_month_label"", ""value"": ""August 2011""}","The net revenue for [[August 2011]] was £703,510.58, and for September 2011, it was £1,017,596.68. The absolute change is £31..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.802013,0.788954,false_positive,negative,positive,ann_q_0057_002,q_0057,p_0057,monthly_revenue_change,hard,train,currency_amount,correct_key_fact,"£703,510.58",11,How did net revenue change from August 2011 to September 2011? Provide the absolute change and percentage change.,"Net revenue increased by GBP 314,086.10 (44.65%) from August 2011 to September 2011.",Generated August 2011 net revenue matches the gold value.,"{""field"": ""previous_net_revenue"", ""value"": ""GBP 703,510.58""}","The net revenue for August 2011 was [[£703,510.58]], and for September 2011, it was £1,017,596.68. The absolute change is £314,086.10, and th..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.182847,0.169788,false_positive,negative,positive,ann_q_0057_005,q_0057,p_0057,monthly_revenue_change,hard,train,currency_amount,correct_key_fact,"£314,086.10",11,How did net revenue change from August 2011 to September 2011? Provide the absolute change and percentage change.,"Net revenue increased by GBP 314,086.10 (44.65%) from August 2011 to September 2011.",Generated absolute revenue change matches the gold value.,"{""field"": ""absolute_change"", ""value"": ""GBP 314,086.10""}","...011 was £703,510.58, and for September 2011, it was £1,017,596.68. The absolute change is [[£314,086.10]], and the percentage change is approximately 43.4%."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.043735,0.030676,false_positive,negative,positive,ann_q_0060_009,q_0060,p_0060,top3_products_month,medium,train,product_name,correct_key_fact,PAPER CHAIN KIT 50'S CHRISTMAS,12,"What were the top 3 products by merchandise net revenue in December 2010? Give the rank, stock code, product name, and net revenue.","Top 3 products in December 2010: 1. 22423 (REGENCY CAKESTAND 3 TIER), GBP 26,722.16; 2. 84029E (RED WOOLLY HOTTIE WHITE HEART.), GBP 9,291.73; 3. 22086 (PAPER CHAIN KIT 50'S CHRISTMAS), GBP 9,187.45.",Generated rank-3 product matches the gold product name.,"{""field"": ""top_products[2].description"", ""value"": ""PAPER CHAIN KIT 50'S CHRISTMAS""}","...GBP 8,224.98. 2. **CHILLI LIGHTS** (rank 2), with a net revenue of GBP 7,506.44. 3. **[[PAPER CHAIN KIT 50'S CHRISTMAS]]** (rank 3), with a net revenue of GBP 9,187.45."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.517055,0.503996,false_positive,negative,positive,ann_q_0072_001,q_0072,p_0072,top3_products_month,medium,train,date_range,correct_key_fact,December 2011 through December 9,10,"What were the top 3 products by merchandise net revenue in December 2011 through December 9? Give the rank, stock code, product name, and net revenue.","Top 3 products in December 2011 through December 9: 1. 23084 (RABBIT NIGHT LIGHT), GBP 9,603.45; 2. 22086 (PAPER CHAIN KIT 50'S CHRISTMAS), GBP 6,867.76; 3. 22423 (REGENCY CAKESTAND 3 TIER), GBP 5,890.17.",Correct partial-month date range for the December 2011 question.,"{""field"": ""date_range"", ""value"": ""December 2011 through December 9""}",The top 3 products by merchandise net revenue in [[December 2011 through December 9]] were: 1. **POPcORN HOLDER** (22197) with a net revenue of GBP 5409.86. 2. **RABBIT NI...
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.583199,0.57014,false_positive,negative,positive,ann_q_0088_001,q_0088,p_0088,product_revenue_share_month,hard,train,currency_amount,correct_key_fact,34343.77,8,What percentage of merchandise net revenue in November 2011 came from the top 3 products combined?,"In November 2011, the top 3 products contributed GBP 77,311.21 out of GBP 1,427,121.25, or 5.42% of merchandise net revenue.",The first generated component amount matches the rank-1 product revenue.,"{""field"": ""top_products[0].merchandise_net_revenue"", ""value"": ""GBP 34,343.77""}",The top 3 products combined contributed [[34343.77]] + 13961.94 + 12816.79 = GBP 61122.50. The total merchandise net revenue for November 2011...
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.538401,0.525342,false_positive,negative,positive,ann_q_0088_005,q_0088,p_0088,product_revenue_share_month,hard,train,month,correct_key_fact,November 2011,6,What percentage of merchandise net revenue in November 2011 came from the top 3 products combined?,"In November 2011, the top 3 products contributed GBP 77,311.21 out of GBP 1,427,121.25, or 5.42% of merchandise net revenue.",Correct month for the top-3 product revenue share question.,"{""field"": ""month_label"", ""value"": ""November 2011""}","...uted 34343.77 + 13961.94 + 12816.79 = GBP 61122.50. The total merchandise net revenue for [[November 2011]] was GBP 1,427,121.25. The percentage is calculated as (61122.50 / 1,427,121.25) × 100 ≈ 4..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.029422,0.016363,false_positive,negative,positive,ann_q_0089_002,q_0089,p_0089,return_impact_month,hard,train,business_definition,correct_key_fact,cancellations and returns reduced gross positive revenue,8,"In December 2010, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 74,729.12 (9.10% of gross), leaving net revenue of GBP 746,723.61.",The question and metric definition support this reduction framing.,"{""field"": ""question_and_metric_definition"", ""value"": ""cancellations/returns reduce gross positive revenue through negative cancellation_return_revenue""}","In December 2010, [[cancellations and returns reduced gross positive revenue]] by GBP 74,729.12, resulting in a final net revenue of GBP 746,723.61. The reduction was r..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.906639,0.89358,false_positive,negative,positive,ann_q_0089_003,q_0089,p_0089,return_impact_month,hard,train,currency_amount,correct_key_fact,"GBP 74,729.12",11,"In December 2010, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 74,729.12 (9.10% of gross), leaving net revenue of GBP 746,723.61.",Generated reduction amount matches the gold value.,"{""field"": ""reduction_amount"", ""value"": ""GBP 74,729.12""}","In December 2010, cancellations and returns reduced gross positive revenue by [[GBP 74,729.12]], resulting in a final net revenue of GBP 746,723.61. The reduction was reported as a posi..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.060529,0.04747,false_positive,negative,positive,ann_q_0089_004,q_0089,p_0089,return_impact_month,hard,train,currency_amount,correct_key_fact,"GBP 746,723.61",12,"In December 2010, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 74,729.12 (9.10% of gross), leaving net revenue of GBP 746,723.61.",Generated final net revenue matches the gold value.,"{""field"": ""net_revenue"", ""value"": ""GBP 746,723.61""}","...urns reduced gross positive revenue by GBP 74,729.12, resulting in a final net revenue of [[GBP 746,723.61]]. The reduction was reported as a positive amount despite the negative cancellation_return..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.564177,0.551118,false_positive,negative,positive,ann_q_0089_005,q_0089,p_0089,return_impact_month,hard,train,business_definition,correct_key_fact,positive amount,2,"In December 2010, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 74,729.12 (9.10% of gross), leaving net revenue of GBP 746,723.61.",The prompt scope note explicitly says to report the reduction as a positive amount.,"{""field"": ""scope_note"", ""value"": ""Report the reduction as a positive amount""}","...9.12, resulting in a final net revenue of GBP 746,723.61. The reduction was reported as a [[positive amount]] despite the negative cancellation_return_revenue."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.757719,0.74466,false_positive,negative,positive,ann_q_0089_006,q_0089,p_0089,return_impact_month,hard,train,business_definition,correct_key_fact,negative cancellation_return_revenue,5,"In December 2010, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 74,729.12 (9.10% of gross), leaving net revenue of GBP 746,723.61.",The evidence table and metric definition support cancellation_return_revenue being negative for this month.,"{""field"": ""cancellation_revenue"", ""value"": ""GBP -74,729.12""}","...et revenue of GBP 746,723.61. The reduction was reported as a positive amount despite the [[negative cancellation_return_revenue]]."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.039905,0.026846,false_positive,negative,positive,ann_q_0100_002,q_0100,p_0100,return_impact_month,hard,train,business_definition,correct_key_fact,cancellations and returns reduced gross positive revenue,8,"In November 2011, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 47,720.98 (3.17% of gross), leaving net revenue of GBP 1,456,145.80.",The question and metric definition support this reduction framing.,"{""field"": ""question_and_metric_definition"", ""value"": ""cancellations/returns reduce gross positive revenue through negative cancellation_return_revenue""}","In November 2011, [[cancellations and returns reduced gross positive revenue]] by GBP 47,720.98, resulting in a net revenue of GBP 145,6145.80. The reduction was report..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.806472,0.793413,false_positive,negative,positive,ann_q_0100_003,q_0100,p_0100,return_impact_month,hard,train,currency_amount,correct_key_fact,"GBP 47,720.98",11,"In November 2011, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 47,720.98 (3.17% of gross), leaving net revenue of GBP 1,456,145.80.",Generated reduction amount matches the gold value.,"{""field"": ""reduction_amount"", ""value"": ""GBP 47,720.98""}","In November 2011, cancellations and returns reduced gross positive revenue by [[GBP 47,720.98]], resulting in a net revenue of GBP 145,6145.80. The reduction was reported as a positive ..."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.567472,0.554413,false_positive,negative,positive,ann_q_0100_005,q_0100,p_0100,return_impact_month,hard,train,business_definition,correct_key_fact,positive amount,2,"In November 2011, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 47,720.98 (3.17% of gross), leaving net revenue of GBP 1,456,145.80.",The prompt scope note explicitly says to report the reduction as a positive amount.,"{""field"": ""scope_note"", ""value"": ""Report the reduction as a positive amount""}","...47,720.98, resulting in a net revenue of GBP 145,6145.80. The reduction was reported as a [[positive amount]] despite the negative cancellation_return_revenue."
one_minus_min_top2_margin,best_by_f1,one_minus_min_top2_margin,0.013059,0.592925,0.579866,false_positive,negative,positive,ann_q_0100_006,q_0100,p_0100,return_impact_month,hard,train,business_definition,correct_key_fact,negative cancellation_return_revenue,5,"In November 2011, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 47,720.98 (3.17% of gross), leaving net revenue of GBP 1,456,145.80.",The evidence table and metric definition support cancellation_return_revenue being negative for this month.,"{""field"": ""cancellation_revenue"", ""value"": ""GBP -47,720.98""}","...t revenue of GBP 145,6145.80. The reduction was reported as a positive amount despite the [[negative cancellation_return_revenue]]."
